title	url	agency	description	format	update_frequency	cost	license
NZ Golf Course Polygons (Topo, 1:50k)	https://data.linz.govt.nz/layer/281-nz-golf-course-polygons-topo-150k/	Land Information New Zealand	<p>An area set aside for playing golf.</p><p>Data Dictionary for golf_course_poly: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-golf_course_poly">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo50 map series. The Topo50 map series provides topographic mapping for the New Zealand mainland, Chatham and New Zealand's offshore islands, at 1:50,000 scale.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Government GNSS CORS	https://data.linz.govt.nz/layer/1029-nz-government-gnss-cors/	Land Information New Zealand	<p>The NZGD2000 Government CORS provides the locations of GNSS Continuously Operating Reference Stations operated by GNS Science under the GeoNet project (<a href="http://www.geonet.org.nz">www.geonet.org.nz</a>). Coordinates are from the LINZ Geodetic Database, in NZGD2000.<br /></p><p>These are split into several different networks:<br /></p><ul><li>PositioNZ - stations predominantly funded by LINZ, with some GeoNet funding. These provide a nationwide coverage of ~120km spacing. More info <a href="http://apps.linz.govt.nz/positionz/">here</a><br /></li><li>GeoNet - stations funded by the GeoNet project. These are located in areas of geophysical interest, usually on the East Coast of the North Island. More info <a href="http://www.geonet.org.nz">here</a><br /></li><li>SAGENZ - stations funded by the University of Otago, GNS Science, MIT, University of Colorado and UNAVCO. These Southern Alps Geodetic Experiment - New Zealand stations are generally semi-continuous sites.<br /></li><li>Tide Gauge - stations co-located with tide gauges at major ports. Data is managed through the GeoNet project also.<br /></li></ul><p>30" RINEX data from all of these sites is available from the <a href="http://www.geonet.org.nz">GeoNet website</a><br /></p><p>Real Time data is available from all PositioNZ stations, and some GeoNet stations. For more information, see the <a href="http://apps.linz.govt.nz/positionz/rt/index.php">PositioNZ-RT website</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Grave Points (Topo, 1:50k)	https://data.linz.govt.nz/layer/282-nz-grave-points-topo-150k/	Land Information New Zealand	<p>A location of one or more graves not within an officially designated cemetery.</p><p>Data Dictionary for grave_pnt: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-grave_pnt">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo50 map series. The Topo50 map series provides topographic mapping for the New Zealand mainland, Chatham and New Zealand's offshore islands, at 1:50,000 scale.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Gravel Pit Polygons (Topo, 1:50k)	https://data.linz.govt.nz/layer/283-nz-gravel-pit-polygons-topo-150k/	Land Information New Zealand	<p>Area used for the extraction of coarse sand and small water-worn or pounded stones, used for paths and roads</p><p>Data Dictionary for gravel_pit_poly: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-gravel_pit_poly">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo50 map series. The Topo50 map series provides topographic mapping for the New Zealand mainland, Chatham and New Zealand's offshore islands, at 1:50,000 scale.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Height Points (Topo, 1:250k)	https://data.linz.govt.nz/layer/165-nz-height-points-topo-1250k/	Land Information New Zealand	<p>A height above a vertical datum, represented on a map by a dot locator with the elevation printed beside the dot. Unlike trigonometrical stations, spot heights are not identifiable on the ground</p><p>Data Dictionary for height_pnt: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-height_pnt">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo250 map series. The Topo250 map series provides topographic mapping for the New Zealand mainland and Chatham Islands, at 1:250,000 scale.</p><p>Further information on Topo250: <a href="http://www.linz.govt.nz/topography/topo-maps/topo250">www.linz.govt.nz/topography/topo-maps/topo250</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Height Points (Topo, 1:500k)	https://data.linz.govt.nz/layer/209-nz-height-points-topo-1500k/	Land Information New Zealand	<p>A height above a vertical datum, represented on a map by a dot locator with the elevation printed beside the dot. Unlike trigonometrical stations, spot heights are not identifiable on the ground</p><p>Data Dictionary for height_pnt: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-height_pnt">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo500 data. The Topo500 map series will, when it is created, provide updated topographic mapping for the New Zealand mainland at 1:500,000 scale.</p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Height Points (Topo, 1:50k)	https://data.linz.govt.nz/layer/284-nz-height-points-topo-150k/	Land Information New Zealand	<p>A height above a vertical datum, represented on a map by a dot locator with the elevation printed beside the dot. Unlike trigonometrical stations, spot heights are not identifiable on the ground</p><p>Data Dictionary for height_pnt: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-height_pnt">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo50 map series. The Topo50 map series provides topographic mapping for the New Zealand mainland, Chatham and New Zealand's offshore islands, at 1:50,000 scale.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Helipad Points (Topo, 1:50k)	https://data.linz.govt.nz/layer/285-nz-helipad-points-topo-150k/	Land Information New Zealand	<p>An area set aside for the landing of helicopters</p><p>Data Dictionary for helipad_pnt: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-helipad_pnt">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo50 map series. The Topo50 map series provides topographic mapping for the New Zealand mainland, Chatham and New Zealand's offshore islands, at 1:50,000 scale.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Historic Site Points (Topo, 1:50k)	https://data.linz.govt.nz/layer/286-nz-historic-site-points-topo-150k/	Land Information New Zealand	<p>A place where some historic activity has been conducted, or where some historic object is located.</p><p>Data Dictionary for historic_site_pnt: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-historic_site_pnt">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo50 map series. The Topo50 map series provides topographic mapping for the New Zealand mainland, Chatham and New Zealand's offshore islands, at 1:50,000 scale.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Ice Polygons (Topo, 1:250k)	https://data.linz.govt.nz/layer/166-nz-ice-polygons-topo-1250k/	Land Information New Zealand	<p>A region of permanent ice</p><p>Data Dictionary for ice_poly: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-ice_poly">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo250 map series. The Topo250 map series provides topographic mapping for the New Zealand mainland and Chatham Islands, at 1:250,000 scale.</p><p>Further information on Topo250: <a href="http://www.linz.govt.nz/topography/topo-maps/topo250">www.linz.govt.nz/topography/topo-maps/topo250</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Ice Polygons (Topo, 1:500k)	https://data.linz.govt.nz/layer/210-nz-ice-polygons-topo-1500k/	Land Information New Zealand	<p>A region of permanent ice</p><p>Data Dictionary for ice_poly: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-ice_poly">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo500 data. The Topo500 map series will, when it is created, provide updated topographic mapping for the New Zealand mainland at 1:500,000 scale.</p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Ice Polygons (Topo, 1:50k)	https://data.linz.govt.nz/layer/287-nz-ice-polygons-topo-150k/	Land Information New Zealand	<p>A region of permanent ice</p><p>Data Dictionary for ice_poly: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-ice_poly">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo50 map series. The Topo50 map series provides topographic mapping for the New Zealand mainland, Chatham and New Zealand's offshore islands, at 1:50,000 scale.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Island Polygons (Topo, 1:250k)	https://data.linz.govt.nz/layer/167-nz-island-polygons-topo-1250k/	Land Information New Zealand	<p>Area of dry or relatively dry land surrounded by water or low wetland</p><p>Data Dictionary for island_poly: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-island_poly">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo250 map series. The Topo250 map series provides topographic mapping for the New Zealand mainland and Chatham Islands, at 1:250,000 scale.</p><p>Further information on Topo250: <a href="http://www.linz.govt.nz/topography/topo-maps/topo250">www.linz.govt.nz/topography/topo-maps/topo250</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Island Polygons (Topo, 1:500k)	https://data.linz.govt.nz/layer/211-nz-island-polygons-topo-1500k/	Land Information New Zealand	<p>Area of dry or relatively dry land surrounded by water or low wetland</p><p>Data Dictionary for island_poly: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-island_poly">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo500 data. The Topo500 map series will, when it is created, provide updated topographic mapping for the New Zealand mainland at 1:500,000 scale.</p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Island Polygons (Topo, 1:50k)	https://data.linz.govt.nz/layer/288-nz-island-polygons-topo-150k/	Land Information New Zealand	<p>Area of dry or relatively dry land surrounded by water or low wetland</p><p>Data Dictionary for island_poly: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-island_poly">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo50 map series. The Topo50 map series provides topographic mapping for the New Zealand mainland, Chatham and New Zealand's offshore islands, at 1:50,000 scale.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Kermadec Is Building Points (Topo, 1:25k)	https://data.linz.govt.nz/layer/900-nz-kermadec-is-building-points-topo-125k/	Land Information New Zealand	<p>A relatively permanent walled and roofed construction.</p><p>Data Dictionary for building_pnt: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-building_pnt">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>Although captured and presented at 1:25,000 this layer, for all intents and purposes, forms part of the Topo50 map series.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Kermadec Is Building Polygons (Topo, 1:25k)	https://data.linz.govt.nz/layer/901-nz-kermadec-is-building-polygons-topo-125k/	Land Information New Zealand	<p>A relatively permanent walled and roofed construction.<br /></p><p>Data Dictionary for building_poly: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-building_poly">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a><br /></p><p>Although captured and presented at 1:25,000 this layer, for all intents and purposes, forms part of the Topo50 map series.<br /></p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Kermadec Is Cableway People Centrelines (Topo, 1:25k)	https://data.linz.govt.nz/layer/902-nz-kermadec-is-cableway-people-centrelines-topo-125k/	Land Information New Zealand	<p>Cableway for people; a conveyor system, built to transport people primarily, in which a carrier unit or units run on wire cables strung between supports.</p><p>Data Dictionary for cableway_people_cl: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-cableway_people_cl">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>Although captured and presented at 1:25,000 this layer, for all intents and purposes, forms part of the Topo50 map series.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Kermadec Is Cliff Edges (Topo, 1:25k)	https://data.linz.govt.nz/layer/903-nz-kermadec-is-cliff-edges-topo-125k/	Land Information New Zealand	<p>A high, steep or overhanging face or rock. Can be rock.</p><p>Data Dictionary for cliff_edge: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-cliff_edge">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>Although captured and presented at 1:25,000 this layer, for all intents and purposes, forms part of the Topo50 map series.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Kermadec Is Contours (Topo, 1:25k)	https://data.linz.govt.nz/layer/904-nz-kermadec-is-contours-topo-125k/	Land Information New Zealand	<p>An imaginary line that connects points of equal height value eg the elevation of the land surface above or below a vertical datum, in this case of LINZ topographic mapping, this is Mean Sea Level. </p><p>Data Dictionary for contour: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-contour">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>Although captured and presented at 1:25,000 this layer, for all intents and purposes, forms part of the Topo50 map series.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Kermadec Is Descriptive Texts (Topo, 1:25k)	https://data.linz.govt.nz/layer/905-nz-kermadec-is-descriptive-texts-topo-125k/	Land Information New Zealand	<p>Descriptive text; object used to hold text.</p><p>Data Dictionary for descriptive_text: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-descriptive_text">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>Although captured and presented at 1:25,000 this layer, for all intents and purposes, forms part of the Topo50 map series.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Kermadec Is Geographic Names (Topo, 1:25k)	https://data.linz.govt.nz/layer/906-nz-kermadec-is-geographic-names-topo-125k/	Land Information New Zealand	<p>Geographic name holds the proper noun of certain objects within the Topo databases.                                        Geographic_name does not apply to roads, railway lines, or descriptive text - eg 'Brunner Mine' would be a Geographic_name but 'mine disused' is held in the descriptive_text feature </p><p>Data Dictionary for geographic_name: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-geographic_name">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>Although captured and presented at 1:25,000 this layer, for all intents and purposes, forms part of the Topo50 map series.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Kermadec Is Height Points (Topo, 1:25k)	https://data.linz.govt.nz/layer/907-nz-kermadec-is-height-points-topo-125k/	Land Information New Zealand	<p>A height above a vertical datum, represented on a map by a dot locator with the elevation printed beside the dot. Unlike trigonometrical stations, spot heights are not identifiable on the ground</p><p>Data Dictionary for height_pnt: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-height_pnt">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>Although captured and presented at 1:25,000 this layer, for all intents and purposes, forms part of the Topo50 map series.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Kermadec Is Island Polygons (Topo, 1:25k)	https://data.linz.govt.nz/layer/908-nz-kermadec-is-island-polygons-topo-125k/	Land Information New Zealand	<p>Area of dry or relatively dry land surrounded by water or low wetland</p><p>Data Dictionary for island_poly: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-island_poly">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>Although captured and presented at 1:25,000 this layer, for all intents and purposes, forms part of the Topo50 map series.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Kermadec Is Lake Polygons (Topo, 1:25k)	https://data.linz.govt.nz/layer/909-nz-kermadec-is-lake-polygons-topo-125k/	Land Information New Zealand	<p>Any standing body of fresh inland water.</p><p>Data Dictionary for lake_poly: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-lake_poly">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>Although captured and presented at 1:25,000 this layer, for all intents and purposes, forms part of the Topo50 map series.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Kermadec Is Native Polygons (Topo, 1:25k)	https://data.linz.govt.nz/layer/910-nz-kermadec-is-native-polygons-topo-125k/	Land Information New Zealand	<p>A tract of land covered by trees native to New Zealand.</p><p>Data Dictionary for native_poly: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-native_poly">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>Although captured and presented at 1:25,000 this layer, for all intents and purposes, forms part of the Topo50 map series.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Kermadec Is River Centrelines (Topo, 1:25k)	https://data.linz.govt.nz/layer/911-nz-kermadec-is-river-centrelines-topo-125k/	Land Information New Zealand	<p>A natural, flowing body of water emptying into an ocean, lake or other body of water and usually fed along it's course by converging tributaries.</p><p>Data Dictionary for river_cl: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-river_cl">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>Although captured and presented at 1:25,000 this layer, for all intents and purposes, forms part of the Topo50 map series.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Kermadec Is Rock Points (Topo, 1:25k)	https://data.linz.govt.nz/layer/912-nz-kermadec-is-rock-points-topo-125k/	Land Information New Zealand	<p>An isolated rock or rock formation between high and low tides.</p><p>Data Dictionary for rock_pnt: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-rock_pnt">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>Although captured and presented at 1:25,000 this layer, for all intents and purposes, forms part of the Topo50 map series.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Kermadec Is Rock Polygons (Topo, 1:25k)	https://data.linz.govt.nz/layer/913-nz-kermadec-is-rock-polygons-topo-125k/	Land Information New Zealand	<p>Coastal rocks; rocks between high and low tide</p><p>Data Dictionary for rock_poly: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-rock_poly">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>Although captured and presented at 1:25,000 this layer, for all intents and purposes, forms part of the Topo50 map series.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Kermadec Is Runway Polygons (Topo, 1:25k)	https://data.linz.govt.nz/layer/914-nz-kermadec-is-runway-polygons-topo-125k/	Land Information New Zealand	<p>The usable surface where aircraft land and take-off</p><p>Data Dictionary for runway_poly: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-runway_poly">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>Although captured and presented at 1:25,000 this layer, for all intents and purposes, forms part of the Topo50 map series.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Kermadec Is Sand Polygons (Topo, 1:25k)	https://data.linz.govt.nz/layer/915-nz-kermadec-is-sand-polygons-topo-125k/	Land Information New Zealand	<p>Sand: crushed rock, shells etc smaller than 2mm in size</p><p>Data Dictionary for sand_poly: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-sand_poly">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>Although captured and presented at 1:25,000 this layer, for all intents and purposes, forms part of the Topo50 map series.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Kermadec Is Scrub Polygons (Topo, 1:25k)	https://data.linz.govt.nz/layer/916-nz-kermadec-is-scrub-polygons-topo-125k/	Land Information New Zealand	<p>A tract of land covered by vegetation less that 3m high</p><p>Data Dictionary for scrub_poly: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-scrub_poly">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>Although captured and presented at 1:25,000 this layer, for all intents and purposes, forms part of the Topo50 map series.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Kermadec Is Shoal Polygons (Topo, 1:25k)	https://data.linz.govt.nz/layer/917-nz-kermadec-is-shoal-polygons-topo-125k/	Land Information New Zealand	<p>A submarine object over which the water is shallow, which is detached from the shore and whose bottom is visible at low water; may be a menace to navigation on the surface</p><p>Data Dictionary for shoal_poly: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-shoal_poly">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>Although captured and presented at 1:25,000 this layer, for all intents and purposes, forms part of the Topo50 map series.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Kermadec Is Soakhole Points (Topo, 1:25k)	https://data.linz.govt.nz/layer/918-nz-kermadec-is-soakhole-points-topo-125k/	Land Information New Zealand	<p>The point at which a river or stream percolates into or through the soil.</p><p>Data Dictionary for soakhole_pnt: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-soakhole_pnt">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>Although captured and presented at 1:25,000 this layer, for all intents and purposes, forms part of the Topo50 map series.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Kermadec Is Spring Points (Topo, 1:25k)	https://data.linz.govt.nz/layer/919-nz-kermadec-is-spring-points-topo-125k/	Land Information New Zealand	<p>The place where water issues from the ground naturally</p><p>Data Dictionary for spring_pnt: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-spring_pnt">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>Although captured and presented at 1:25,000 this layer, for all intents and purposes, forms part of the Topo50 map series.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Kermadec Is Swamp Polygons (Topo, 1:25k)	https://data.linz.govt.nz/layer/920-nz-kermadec-is-swamp-polygons-topo-125k/	Land Information New Zealand	<p>A wet or moist region with water standing on or just below the surface of the ground, and usually covered by a growth of vegetation</p><p>Data Dictionary for swamp_poly: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-swamp_poly">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>Although captured and presented at 1:25,000 this layer, for all intents and purposes, forms part of the Topo50 map series.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
